"","locs2","Column","dates","notice","status","landref","locs","document","dates2","landref_cl","monthlies","duplic","lat","long","county","monthcats","vars"
"3236","Malindi",641,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Gede/ Mijomboni/ 815","district of Malindi","Land Title Deed","04September2015","Gede/Mijomboni/815","Sep2015",TRUE,-3.2191864,40.1168906,"Kilifi","Sep - Dec, 2015",1
"3237","Malindi",3813,2015-06-19,"GAZETTENOTICENO4363","Lost","Kilifi/ Jimba/ 373","district of Malindi","Land Title Deed","19June2015","Kilifi/Jimba/373","Jun2015",TRUE,-3.2191864,40.1168906,"Kilifi","May - Aug, 2015",1
"3238","Malindi",6771,2014-10-31,"GAZETTENOTICENO7806","Lost","Kilifi/ Jimba/ 581","district of Malindi","Land Title Deed","31October2014","Kilifi/Jimba/581","Oct2014",TRUE,-3.2191864,40.1168906,"Kilifi","Sep - Dec, 2014",1
"3239","Malindi",4018,2014-06-20,"GAZETTENOTICENO4125","Lost","Malindi/ Fundisa/ 232","district of Malindi","Land Title Deed","20June2014","Malindi/Fundisa/232","Jun2014",TRUE,-3.2191864,40.1168906,"Kilifi","Apr - Aug, 2014",1
"3240","Malindi",4019,2014-06-20,"GAZETTENOTICENO4125","Lost","Malindi/ Fundisa/ 232","district of Malindi","Land Title Deed","20June2014","Malindi/Fundisa/232","Jun2014",TRUE,-3.2191864,40.1168906,"Kilifi","Apr - Aug, 2014",1
"3241","Malindi",6769,2014-10-31,"GAZETTENOTICENO7806","Lost","Malindi/ Lango Baya/ Makobeni/ 1508","district of Malindi","Land Title Deed","31October2014","Malindi/Lango Baya/Makobeni/1508","Oct2014",TRUE,-3.2191864,40.1168906,"Kilifi","Sep - Dec, 2014",1
"3242","Malindi",603,2016-03-04,"GAZETTENOTICENO1409","Lost","Malindi/ Ngomeni Squatter Settlement Scheme/ 1850","district of Malindi","Land Title Deed","04March2016","Malindi/Ngomeni Squatter Settlement Scheme/1850","Mar2016",TRUE,-3.2191864,40.1168906,"Kilifi","Jan - May, 2016",1
"3243","Malindi",5883,2015-11-27,"GAZETTENOTICENO8822","Lost","Malindi/ Pumwani/ Phase II Scheme/ 47","district of Malindi","Land Title Deed","27November2015","Malindi/Pumwani/Phase II Scheme/47","Nov2015",TRUE,-3.2191864,40.1168906,"Kilifi","Sep - Dec, 2015",1
"3244","Malindi",118,2016-04-01,"GAZETTENOTICENO2195","Lost","Malindi/ Sosobora/ 1101","district of Malindi","Land Title Deed","01April2016","Malindi/Sosobora/1101","Apr2016",TRUE,-3.2191864,40.1168906,"Kilifi","Jan - May, 2016",1
"3245","Malindi",867,2015-06-05,"GAZETTENOTICENO4019-4067","Lost","Ngomeni Squatter Settlement Scheme/ 1112","district of Malindi","Land Title Deed","05June2015","Ngomeni Squatter Settlement Scheme/1112","Jun2015",TRUE,-3.2191864,40.1168906,"Kilifi","May - Aug, 2015",1
"3246","Malindi",5666,2014-09-26,"GAZETTENOTICENO6726-6784","Lost","Ngomeni Squatter Settlement Scheme/ 1398","district of Malindi","Land Title Deed","26September2014","Ngomeni Squatter Settlement Scheme/1398","Sep2014",TRUE,-3.2191864,40.1168906,"Kilifi","Sep - Dec, 2014",1
"3247","Malindi",6461,2015-01-30,"GAZETTENOTICENO512-603","Lost","Ngomeni/ Squatter Settlement Scheme/ 900","district of Malindi","Land Title Deed","30January2015","Ngomeni/Squatter Settlement Scheme/900","Jan2015",TRUE,-3.2191864,40.1168906,"Kilifi","Jan - Apr, 2015",1
"3248","Malindi",1612,2016-01-08,"GAZETTENOTICENO35","Unknown","Takaye/ Musoloni/ 483","district of Malindi","other","08January2016","Takaye/Musoloni/483","Jan2016",TRUE,-3.2191864,40.1168906,"Kilifi","Jan - May, 2016",0
"3249","Malindi",1613,2016-01-08,"GAZETTENOTICENO36","Unknown","Takaye/ Musoloni/ 666","district of Malindi","other","08January2016","Takaye/Musoloni/666","Jan2016",TRUE,-3.2191864,40.1168906,"Kilifi","Jan - May, 2016",0
"3250","Marakwet West",932,2014-09-05,"GAZETTENOTICENO6174","Lost","Cherangany/ Kipkundul/ 243","district of Marakwet West","Land Title Deed","05September2014","Cherangany/Kipkundul/243","Sep2014",FALSE,-1.291199,36.7787968,"Elgeyo-Marakwet","Sep - Dec, 2014",1
"3251","Marsabit",5278,2016-03-24,"GAZETTENOTICENO1975","Lost","Marsabit/ Mountain/ 20","district of Marsabit","Land Title Deed","24March2016","Marsabit/Mountain/20","Mar2016",FALSE,2.3354966,37.9943453,"Marsabit","Jan - May, 2016",1
"3252","Mbeere",1696,2015-05-08,"GAZETTENOTICENO3151-3261","Lost","Embu/ Kamarandi/ 678","district of Mbeere","Land Title Deed","08May2015","Embu/Kamarandi/678","May2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3253","Mbeere",1073,2015-03-06,"GAZETTENOTICENO1471-1517","Lost","Embu/ Kithunthiri/ 1110","district of Mbeere","Land Title Deed","06March2015","Embu/Kithunthiri/1110","Mar2015",TRUE,-0.5796816,37.776574,"Meru","Jan - Apr, 2015",1
"3254","Mbeere",5827,2015-03-27,"GAZETTENOTICENO1997","Unknown","Embu/ Kithunthiri/ 188 and 187","district of Mbeere","Land Title Deed","27March2015","Embu/Kithunthiri/188 and 187","Mar2015",TRUE,-0.5796816,37.776574,"Meru","Jan - Apr, 2015",0
"3255","Mbeere",653,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Embu/ Kithunthiri/ 2119","district of Mbeere","Land Title Deed","04September2015","Embu/Kithunthiri/2119","Sep2015",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2015",1
"3256","Mbeere",2856,2015-08-14,"GAZETTENOTICENO5822","Lost","Embu/ Mavuria/ 1890","district of Mbeere","Land Title Deed","14August2015","Embu/Mavuria/1890","Aug2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3257","Mbeere",5394,2014-10-24,"GAZETTENOTICENO7660","Lost","Embu/ Mavuria/ 470","district of Mbeere","Land Title Deed","24October2014","Embu/Mavuria/470","Oct2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3258","Mbeere",4715,2016-01-22,"GAZETTENOTICENO282","Lost","Evurone/ Kathera/ 1901","district of Mbeere","Land Title Deed","22January2016","Evurone/Kathera/1901","Jan2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",1
"3259","Mbeere",2492,2014-09-12,"GAZETTENOTICENO6323-6375","Lost","Evurone/ Nguthi/ 75","district of Mbeere","Land Title Deed","12September2014","Evurone/Nguthi/75","Sep2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3260","Mbeere",6676,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Evurone/ Nguthi/ 821","district of Mbeere","Land Title Deed","31July2015","Evurone/Nguthi/821","Jul2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3261","Mbeere",4644,2014-08-22,"GAZETTENOTICENO5773","Lost","Evurone/ Nthambu/ 800","district of Mbeere","Land Title Deed","22August2014","Evurone/Nthambu/800","Aug2014",TRUE,-0.5796816,37.776574,"Meru","Apr - Aug, 2014",1
"3262","Mbeere",858,2015-06-05,"GAZETTENOTICENO4019-4067","Lost","Evurore/ Kathera/ 2514","district of Mbeere","Land Title Deed","05June2015","Evurore/Kathera/2514","Jun2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3263","Mbeere",1033,2014-06-06,"GAZETTENOTICENO3790","Unknown","Evurore/ Kathera/ 2911","district of Mbeere","Land Title Deed","06June2014","Evurore/Kathera/2911","Jun2014",TRUE,-0.5796816,37.776574,"Meru","Apr - Aug, 2014",0
"3264","Mbeere",3707,2016-02-19,"GAZETTENOTICENO1008","Lost","Evurore/ Nguthi/ 2423","district of Mbeere","Land Title Deed","19February2016","Evurore/Nguthi/2423","Feb2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",1
"3265","Mbeere",4855,2015-05-22,"GAZETTENOTICENO3461","Lost","Evurore/ Nguthi/ 2543","district of Mbeere","Land Title Deed","22May2015","Evurore/Nguthi/2543","May2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3266","Mbeere",970,2015-02-06,"GAZETTENOTICENO743","Lost","Evurore/ Nthambu/ 511","district of Mbeere","Land Title Deed","06February2015","Evurore/Nthambu/511","Feb2015",TRUE,-0.5796816,37.776574,"Meru","Jan - Apr, 2015",1
"3267","Mbeere",2959,2014-11-14,"GAZETTENOTICENO8179-8268","Lost","Evurori/ Evurori/ 83","district of Mbeere","Land Title Deed","14November2014","Evurori/Evurori/83","Nov2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3268","Mbeere",2197,2016-03-11,"GAZETTENOTICENO1517","Lost","Mbeere/ Kiambere/ 3971","district of Mbeere","Land Title Deed","11March2016","Mbeere/Kiambere/3971","Mar2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",1
"3269","Mbeere",2072,2014-12-11,"GAZETTENOTICENO8897-8963","Lost","Mbeere/ Kirima/ 2634","district of Mbeere","Land Title Deed","11December2014","Mbeere/Kirima/2634","Dec2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3270","Mbeere",652,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Mbeere/ Kirima/ 3630","district of Mbeere","Land Title Deed","04September2015","Mbeere/Kirima/3630","Sep2015",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2015",1
"3271","Mbeere",5828,2015-03-27,"GAZETTENOTICENO1997","Lost","Mbeere/ Mbita/ 2086","district of Mbeere","Land Title Deed","27March2015","Mbeere/Mbita/2086","Mar2015",TRUE,-0.5796816,37.776574,"Meru","Jan - Apr, 2015",1
"3272","Mbeere",4716,2016-01-22,"GAZETTENOTICENO283","Lost","Mbeere/ Mbita/ 465","district of Mbeere","Land Title Deed","22January2016","Mbeere/Mbita/465","Jan2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",1
"3273","Mbeere",2703,2016-05-13,"GAZETTENOTICENO3402","Unknown","Mbeti/ Gachoka/ 1680","district of Mbeere","Land Title Deed","13May2016","Mbeti/Gachoka/1680","May2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",0
"3274","Mbeere",244,2015-04-02,"GAZETTENOTICENO2125-2187","Lost","Mbeti/ Gachoka/ 1782","district of Mbeere","Land Title Deed","02April2015","Mbeti/Gachoka/1782","Apr2015",TRUE,-0.5796816,37.776574,"Meru","Jan - Apr, 2015",1
"3275","Mbeere",1263,2015-08-07,"GAZETTENOTICENO5689-5767","Lost","Mbeti/ Gachoka/ 1822","district of Mbeere","Land Title Deed","07August2015","Mbeti/Gachoka/1822","Aug2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3276","Mbeere",5885,2015-11-27,"GAZETTENOTICENO8824","Lost","Mbeti/ Gachoka/ 2028","district of Mbeere","Land Title Deed","27November2015","Mbeti/Gachoka/2028","Nov2015",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2015",1
"3277","Mbeere",3074,2016-04-15,"GAZETTENOTICENO2549","Lost","Mbeti/ Gachoka/ 2051","district of Mbeere","Land Title Deed","15April2016","Mbeti/Gachoka/2051","Apr2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",1
"3278","Mbeere",2071,2014-12-11,"GAZETTENOTICENO8897-8963","Lost","Mbeti/ Gachoka/ 2642","district of Mbeere","Land Title Deed","11December2014","Mbeti/Gachoka/2642","Dec2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3279","Mbeere",6675,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Mbeti/ Gachoka/ 3683","district of Mbeere","Land Title Deed","31July2015","Mbeti/Gachoka/3683","Jul2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3280","Mbeere",651,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Mbeti/ Gachoka/ 661","district of Mbeere","Land Title Deed","04September2015","Mbeti/Gachoka/661","Sep2015",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2015",1
"3281","Mbeere",3173,2015-05-15,"GAZETTENOTICENO3322","Lost","Mbeti/ Gachuriri/ 1207","district of Mbeere","Land Title Deed","15May2015","Mbeti/Gachuriri/1207","May2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3282","Mbeere",3174,2015-05-15,"GAZETTENOTICENO3322","Lost","Mbeti/ Gachuriri/ 1557","district of Mbeere","Land Title Deed","15May2015","Mbeti/Gachuriri/1557","May2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3283","Mbeere",6430,2015-01-30,"GAZETTENOTICENO512-603","Lost","Mbeti/ Gachuriri/ 2087","district of Mbeere","Land Title Deed","30January2015","Mbeti/Gachuriri/2087","Jan2015",TRUE,-0.5796816,37.776574,"Meru","Jan - Apr, 2015",1
"3284","Mbeere",2639,2014-06-13,"GAZETTENOTICENO3938","Lost","Mbeti/ Gachuriri/ 337","district of Mbeere","Land Title Deed","13June2014","Mbeti/Gachuriri/337","Jun2014",TRUE,-0.5796816,37.776574,"Meru","Apr - Aug, 2014",1
"3285","Mbeere",3879,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","Mbeti/ Gachuriri/ 493","district of Mbeere","Land Title Deed","19September2014","Mbeti/Gachuriri/493","Sep2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3286","Mbeere",2215,2016-03-11,"GAZETTENOTICENO1550","Unknown","Mbeti/ Gachuriri/ 613- 666","district of Mbeere","other","11March2016","Mbeti/Gachuriri/613- 666","Mar2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",0
"3287","Mbeere",2493,2014-09-12,"GAZETTENOTICENO6323-6375","Lost","Mbeti/ Kiamuringa/ 1210","district of Mbeere","Land Title Deed","12September2014","Mbeti/Kiamuringa/1210","Sep2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3288","Mbeere",5174,2015-07-24,"GAZETTENOTICENO5290","Lost","Mbeti/ Kiamuringa/ 1263","district of Mbeere","Land Title Deed","24July2015","Mbeti/Kiamuringa/1263","Jul2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3289","Mbeere",6431,2015-01-30,"GAZETTENOTICENO512-603","Lost","Mbeti/ Kiamuringa/ 1880","district of Mbeere","Land Title Deed","30January2015","Mbeti/Kiamuringa/1880","Jan2015",TRUE,-0.5796816,37.776574,"Meru","Jan - Apr, 2015",1
"3290","Mbeere",6267,2016-01-29,"GAZETTENOTICENO446","Lost","Mbeti/ Kiamuringa/ 2375","district of Mbeere","Land Title Deed","29January2016","Mbeti/Kiamuringa/2375","Jan2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",1
"3291","Mbeere",4055,2014-06-20,"GAZETTENOTICENO4161","Unknown","Mbeti/ Kiamuringa/ 3220 and 3222","district of Mbeere","Land Title Deed","20June2014","Mbeti/Kiamuringa/3220 and 3222","Jun2014",TRUE,-0.5796816,37.776574,"Meru","Apr - Aug, 2014",0
"3292","Mbeere",2277,2015-09-11,"GAZETTENOTICENO6619-6690","Lost","Mbeti/ Kiamuringa/ 726","district of Mbeere","Land Title Deed","11September2015","Mbeti/Kiamuringa/726","Sep2015",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2015",1
"3293","Mbeere",5194,2015-07-24,"GAZETTENOTICENO5290","Lost","Nthawa/ Gitiburi/ 1352","district of Mbeere","Land Title Deed","24July2015","Nthawa/Gitiburi/1352","Jul2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3294","Mbeere",6328,2015-05-29,"GAZETTENOTICENO3842","Lost","Nthawa/ Gitiburi/ 1954","district of Mbeere","Land Title Deed","29May2015","Nthawa/Gitiburi/1954","May2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3295","Mbeere",922,2014-09-05,"GAZETTENOTICENO6158","Lost","Nthawa/ Gitiburi/ 2863","district of Mbeere","Land Title Deed","05September2014","Nthawa/Gitiburi/2863","Sep2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3296","Mbeere",339,2015-10-02,"GAZETTENOTICENO7302","Lost","Nthawa/ Riandu/ 1044","district of Mbeere","Land Title Deed","02October2015","Nthawa/Riandu/1044","Oct2015",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2015",1
"3297","Mbeere",4224,2015-11-20,"GAZETTENOTICENO8672","Lost","Nthawa/ Riandu/ 2189","district of Mbeere","Land Title Deed","20November2015","Nthawa/Riandu/2189","Nov2015",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2015",1
"3298","Mbeere",5663,2014-09-26,"GAZETTENOTICENO6726-6784","Lost","Nthawa/ Riandu/ 2335","district of Mbeere","Land Title Deed","26September2014","Nthawa/Riandu/2335","Sep2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3299","Mbeere",5982,2015-08-28,"GAZETTENOTICENO6316","Lost","Nthawa/ Riandu/ 2818","district of Mbeere","Land Title Deed","28August2015","Nthawa/Riandu/2818","Aug2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3300","Mbeere",5664,2014-09-26,"GAZETTENOTICENO6726-6784","Lost","Nthawa/ Riandu/ 3582","district of Mbeere","Land Title Deed","26September2014","Nthawa/Riandu/3582","Sep2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",1
"3301","Mbeere",4054,2014-06-20,"GAZETTENOTICENO4160","Lost","Nthawa/ Riandu/ 3980","district of Mbeere","Land Title Deed","20June2014","Nthawa/Riandu/3980","Jun2014",TRUE,-0.5796816,37.776574,"Meru","Apr - Aug, 2014",1
"3302","Mbeere",2468,2015-06-12,"GAZETTENOTICENO4231-4313","Lost","Nthawa/ Riandu/ 514","district of Mbeere","Land Title Deed","12June2015","Nthawa/Riandu/514","Jun2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3303","Mbeere",5234,2016-03-24,"GAZETTENOTICENO1931","Lost","Nthawa/ Riandu/ 995","district of Mbeere","Land Title Deed","24March2016","Nthawa/Riandu/995","Mar2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",1
"3304","Mbeere",923,2014-09-05,"GAZETTENOTICENO6158","Unknown","Nthawa/ Siakago/ 1537","district of Mbeere","Land Title Deed","05September2014","Nthawa/Siakago/1537","Sep2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",0
"3305","Mbeere",2857,2015-08-14,"GAZETTENOTICENO5822","Unknown","Nthawa/ Siakago/ 1554 and 1563","district of Mbeere","Land Title Deed","14August2015","Nthawa/Siakago/1554 and 1563","Aug2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",0
"3306","Mbeere",921,2014-09-05,"GAZETTENOTICENO6158","Unknown","Nthawa/ Siakago/ 1886 and 2205","district of Mbeere","Land Title Deed","05September2014","Nthawa/Siakago/1886 and 2205","Sep2014",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2014",0
"3307","Mbeere",3981,2015-02-20,"GAZETTENOTICENO1103","Unknown","Nthawa/ Siakago/ 2399 and 2634","district of Mbeere","Land Title Deed","20February2015","Nthawa/Siakago/2399 and 2634","Feb2015",TRUE,-0.5796816,37.776574,"Meru","Jan - Apr, 2015",0
"3308","Mbeere",770,2016-02-05,"GAZETTENOTICENO651","Lost","Nthawa/ Siakago/ 364","district of Mbeere","Land Title Deed","05February2016","Nthawa/Siakago/364","Feb2016",TRUE,-0.5796816,37.776574,"Meru","Jan - May, 2016",1
"3309","Mbeere",1262,2015-08-07,"GAZETTENOTICENO5689-5767","Lost","Nthawa/ Siakago/ 566","district of Mbeere","Land Title Deed","07August2015","Nthawa/Siakago/566","Aug2015",TRUE,-0.5796816,37.776574,"Meru","May - Aug, 2015",1
"3310","Mbeere",6614,2015-12-31,"GAZETTENOTICENO9619","Lost","Nthawa/ Siakago/ 899","district of Mbeere","Land Title Deed","31December2015","Nthawa/Siakago/899","Dec2015",TRUE,-0.5796816,37.776574,"Meru","Sep - Dec, 2015",1
"3311","Meru",3624,2015-09-18,"GAZETTENOTICENO6857-6932","Lost","Abobeta/ L- Kiungone/ 804","district of Meru","Land Title Deed","18September2015","Abobeta/L- Kiungone/804","Sep2015",FALSE,0.0514721,37.6456042,"Meru","Sep - Dec, 2015",1
"3312","Meru",3946,2015-02-20,"GAZETTENOTICENO1103","Lost","Abobeta/ U- Kiungone/ 3343","district of Meru","Land Title Deed","20February2015","Abobeta/U- Kiungone/3343","Feb2015",TRUE,0.0514721,37.6456042,"Meru","Jan - Apr, 2015",1
"3313","Meru",2308,2016-02-12,"GAZETTENOTICENO708","Lost","Abogeta/ Kithangari/ 2406","district of Meru","Land Title Deed","12February2016","Abogeta/Kithangari/2406","Feb2016",TRUE,0.0514721,37.6456042,"Meru","Jan - May, 2016",1
"3314","Meru",3070,2016-04-15,"GAZETTENOTICENO2545","Lost","Abogeta/ L- Kithangari/ 1685","district of Meru","Land Title Deed","15April2016","Abogeta/L- Kithangari/1685","Apr2016",TRUE,0.0514721,37.6456042,"Meru","Jan - May, 2016",1
"3315","Meru",1178,2015-11-06,"GAZETTENOTICENO8242","Unknown","Abogeta/ L- Kithangari/ 1696 and 1697","district of Meru","Land Title Deed","06November2015","Abogeta/L- Kithangari/1696 and 1697","Nov2015",TRUE,0.0514721,37.6456042,"Meru","Sep - Dec, 2015",0
"3316","Meru",154,2014-08-01,"GAZETTENOTICENO5315","Lost","Abogeta/ L- Kithangari/ 357","district of Meru","Land Title Deed","01August2014","Abogeta/L- Kithangari/357","Aug2014",TRUE,0.0514721,37.6456042,"Meru","Apr - Aug, 2014",1
"3317","Meru",6046,2014-11-28,"GAZETTENOTICENO8576-8636","Lost","Abogeta/ L- Kiungone/ 982","district of Meru","Land Title Deed","28November2014","Abogeta/L- Kiungone/982","Nov2014",TRUE,0.0514721,37.6456042,"Meru","Sep - Dec, 2014",1
"3318","Meru",5942,2015-08-28,"GAZETTENOTICENO6276","Lost","Abogeta/ L. Chure/ 1379","district of Meru","Land Title Deed","28August2015","Abogeta/L. Chure/1379","Aug2015",TRUE,0.0514721,37.6456042,"Meru","May - Aug, 2015",1
"3319","Meru",5950,2015-08-28,"GAZETTENOTICENO6284","Lost","Abogeta/ Nkachie/ 702","district of Meru","Land Title Deed","28August2015","Abogeta/Nkachie/702","Aug2015",TRUE,0.0514721,37.6456042,"Meru","May - Aug, 2015",1
"3320","Meru",5519,2015-09-25,"GAZETTENOTICENO7072","Lost","Abogeta/ Nkachie/ 703","district of Meru","Land Title Deed","25September2015","Abogeta/Nkachie/703","Sep2015",TRUE,0.0514721,37.6456042,"Meru","Sep - Dec, 2015",1
"3321","Meru",2702,2016-05-13,"GAZETTENOTICENO3401","Lost","Abogeta/ U- Chure/ 2353","district of Meru","Land Title Deed","13May2016","Abogeta/U- Chure/2353","May2016",TRUE,0.0514721,37.6456042,"Meru","Jan - May, 2016",1
"3322","Meru",4501,2014-11-21,"GAZETTENOTICENO8413","Lost","Abogeta/ U- Chure/ 870","district of Meru","Land Title Deed","21November2014","Abogeta/U- Chure/870","Nov2014",TRUE,0.0514721,37.6456042,"Meru","Sep - Dec, 2014",1
"3323","Meru",6381,2015-04-30,"GAZETTENOTICENO2941","Lost","Abogeta/ U- Kiringa/ 718","district of Meru","Land Title Deed","30April2015","Abogeta/U- Kiringa/718","Apr2015",TRUE,0.0514721,37.6456042,"Meru","Jan - Apr, 2015",1
"3324","Meru",1876,2015-04-10,"GAZETTENOTICENO2340","Lost","Abogeta/ U- Kiringa/ 868","district of Meru","Land Title Deed","10April2015","Abogeta/U- Kiringa/868","Apr2015",TRUE,0.0514721,37.6456042,"Meru","Jan - Apr, 2015",1
